Value Iteration,Value Iteration,Value Iteration,Value Iteration,Random Agent,Random Agent,Random Agent,Random Agent
Highway 1Hz,Highway 1Hz,Highway 5Hz,Highway 5Hz,Highway 1Hz,Highway 1Hz,Highway 5Hz,Highway 5Hz
reward,length,reward,length,reward,length,reward,length
39.39584523552338,1.0,8.763102300760666,0.05,7.668076629544432,0.275,26.359136544407928,0.155
39.44119548750756,1.0,37.648393334417804,0.195,7.515728961509164,0.225,36.450373686294434,0.225
39.39631684921778,1.0,76.4110500377555,0.39,3.4467961636381084,0.125,24.781384454372507,0.15
39.03932116117045,1.0,99.75037937384295,0.505,4.707581178882813,0.15,133.35110888801523,0.785
39.039346004002006,1.0,14.898172826347043,0.08,20.691872084650967,0.675,21.348559340656685,0.14
39.687100221416486,1.0,90.64383892099707,0.465,19.0660331935921,0.625,19.184138564564385,0.11
39.396765060442014,1.0,128.2281653361075,0.65,3.7530957618926504,0.125,9.397119179362353,0.055
39.4847774164992,1.0,76.62666806210561,0.39,17.285429323890117,0.6,32.39363440907287,0.215
39.50740390594374,1.0,81.91677464230997,0.415,1.1824417009602195,0.05,8.572432331219025,0.055
39.57504076609137,1.0,164.41419585341072,0.83,10.860510595591736,0.35,63.341768019682306,0.39
2.001889585690506,0.075,22.596162189966474,0.12,31.105309744401225,1.0,70.80188203551097,0.465
39.376001976354566,1.0,31.62667149447212,0.165,3.6268861454046637,0.125,23.38728705580808,0.145
39.619957569029076,1.0,79.59011884638386,0.405,7.995068537013408,0.225,7.098992674318525,0.045
39.552818598795774,1.0,7.7691537169634515,0.045,5.9516938142147,0.2,9.436257416474177,0.065
2.9566836241957994,0.1,36.59607706987046,0.19,12.886443530095777,0.4,71.02247360755203,0.44
39.21708616571973,1.0,24.802324075046084,0.13,6.470484015176232,0.225,37.07031742819275,0.245
39.50929252192822,1.0,23.82406519566933,0.125,3.778155486689918,0.125,49.19291932021461,0.29
39.73251159822004,1.0,63.521621321027155,0.33,20.554315983351685,0.625,73.82854406258072,0.47
39.351834221837414,1.0,7.8528372882943485,0.045,1.8690183858603309,0.075,19.51344875517189,0.125
39.28517737278553,1.0,15.451013793087084,0.085,16.28743539327128,0.525,38.08127977884108,0.25
3.8232724756880074,0.125,62.33564030325838,0.32,13.046491584542592,0.4,32.379930528727336,0.205
39.081386976798285,1.0,199.2905973001824,1.0,9.821864411427354,0.325,49.38961570240705,0.27
39.06245910765671,1.0,12.630028348592576,0.07,2.0241118079127283,0.075,8.483261682960817,0.055
39.441223736679326,1.0,104.16257707170855,0.53,7.5142616913619324,0.25,18.34712266372501,0.105
39.46391819448136,1.0,47.50471975775989,0.245,1.6438217213492694,0.075,13.761143703360135,0.085
39.39726553762813,1.0,45.74877484685596,0.235,8.107790667248633,0.3,26.21159673148209,0.16
39.019015640060886,1.0,25.41312453795815,0.135,1.2463340301349508,0.05,22.144941121927282,0.14
11.82184403856236,0.325,121.44418040153819,0.615,9.179784898193322,0.275,25.296137010022196,0.165
39.261567322855456,1.0,190.12920298997142,0.96,30.01506418765396,0.925,8.96531557203786,0.055
39.3069033946907,1.0,143.20720302278932,0.725,4.6221211126444155,0.15,82.47679625706024,0.555
38.971706667161776,1.0,135.01896481925712,0.685,18.127647928707532,0.6,9.922163679131286,0.07
39.44030550074965,1.0,21.75048860367938,0.115,4.382396323521838,0.15,25.42947884102284,0.165
34.64358415097651,0.9,98.64839289750685,0.5,3.912184131626657,0.125,12.988813948353688,0.075
2.9566836241957994,0.1,38.802285960650934,0.2,2.713041936404775,0.1,25.93452729526873,0.15
39.3504010012966,1.0,177.32788781516075,0.895,9.463709767797345,0.35,84.45623325239505,0.52
39.0620254947191,1.0,6.86700044694877,0.04,1.777777777777778,0.075,22.595579003666383,0.14
39.349983809361234,1.0,21.398153394874843,0.115,17.799084464903597,0.55,72.53209284214014,0.485
38.68232178788127,1.0,61.34020655549543,0.315,15.820438235697122,0.475,45.268312571416686,0.295
11.822359058952825,0.325,64.97985804193073,0.33,13.131606363481172,0.45,43.03847419314101,0.27
39.17359869656088,1.0,182.68669943571493,0.92,6.760055648187272,0.2,41.42885670527456,0.245
20.731538885764408,0.55,16.523548703354475,0.09,1.979667363468284,0.075,13.315529382087318,0.075
39.57456682992205,1.0,6.800649217535644,0.04,5.556105082455543,0.2,63.34183693863108,0.415
38.97165293189991,1.0,43.21129618656167,0.225,30.174783731144807,1.0,29.291485149027526,0.185
39.30736106219009,1.0,18.77241999483348,0.1,3.0238072145862365,0.1,16.201265866829555,0.11
39.26203959987162,1.0,76.38361466276592,0.39,4.801539614924733,0.15,23.099708700796047,0.14
39.48566375708497,1.0,141.2036829358185,0.715,1.0929305294963731,0.05,22.670401633617132,0.14
38.062858234784976,1.0,46.19956061117889,0.24,9.760569343925683,0.35,38.133230625126636,0.23
39.374554615458706,1.0,12.651836736752742,0.07,1.9356850525269975,0.075,11.708677805425852,0.07
39.5079019422787,1.0,27.82402425403453,0.145,31.951113791193574,1.0,48.42207914013751,0.285
39.3508913863805,1.0,43.38865921316673,0.225,7.756526868507436,0.25,10.560263793065209,0.06
39.059638072649065,1.0,198.40167599886553,1.0,8.75635499957922,0.25,20.458093828094327,0.125
31.620904235779022,0.825,60.61992258414085,0.31,9.955744683727245,0.3,34.77979139835621,0.23
36.929936858175495,1.0,14.911224306424524,0.08,3.574118044155944,0.125,12.141746098941688,0.075
39.03833132595256,1.0,134.3960305366774,0.68,30.595814237299127,1.0,61.74675949327859,0.39
39.23981811233064,1.0,164.3836146629914,0.83,10.955225870507908,0.3,30.07149606447827,0.185
39.46295706232987,1.0,77.35922271583266,0.395,3.9082052255346267,0.125,13.408289194556785,0.09
39.1949048182432,1.0,84.94871877236328,0.43,13.466152740363341,0.4,26.192410849930226,0.15
38.837413662169126,1.0,166.21578891042697,0.84,1.8491083676268862,0.075,14.48630658902588,0.095
39.553317580538966,1.0,72.80228565364666,0.37,9.905456881894318,0.35,9.28993036639388,0.06
38.63741472236539,1.0,16.63341920284139,0.09,32.08286268804631,1.0,7.6380653214530385,0.05
38.92576092599781,1.0,8.877462856734061,0.05,9.777634022436775,0.3,14.619770400792635,0.1
38.99489102408368,1.0,160.33015315511238,0.81,4.556518184358318,0.15,69.2626041319904,0.43
38.9716530731618,1.0,61.18955709330127,0.315,1.8467961636381087,0.075,51.86637758644724,0.32
38.35040973310828,1.0,29.82401739372814,0.155,4.172475524473986,0.15,31.757631587906864,0.21
39.642177767234664,1.0,45.609319618902084,0.235,27.132216549212483,0.925,23.992087767989716,0.145
15.554234886967699,0.425,129.15177675015156,0.655,12.864579212552089,0.425,46.17015431971848,0.305
39.30696043935024,1.0,73.38361420673651,0.375,5.4422646455126,0.175,22.57745657368098,0.155
39.239790333032026,1.0,45.11446434374341,0.235,8.089371533228293,0.25,24.15466810693751,0.15
2.576841037382138,0.1,29.627223000779722,0.155,2.5818189775443634,0.1,47.65961479139844,0.31
1.9352229190238397,0.075,42.88632832666696,0.22,3.73005426184291,0.125,9.858011276420154,0.055
38.972664120272995,1.0,28.531689105571324,0.15,2.397024788261106,0.1,90.7211150019049,0.575
39.30645536129813,1.0,144.30047176098296,0.73,10.046239756065797,0.325,7.324072609218026,0.045
39.19823854794165,1.0,140.18241000468444,0.71,1.0438224961197287,0.05,98.87426282474537,0.61
38.56687480483447,1.0,68.37079823069821,0.35,3.8265415604819513,0.125,12.566627710592437,0.075
11.891245369148569,0.35,92.43827983127333,0.47,14.134863220435383,0.425,9.222918248426165,0.055
39.52966538545889,1.0,103.74994067107544,0.53,22.952583523926236,0.8,39.436440437723824,0.245
5.911720168658347,0.175,82.26125506920785,0.42,10.313550891552627,0.35,42.20678267808283,0.28
38.973140559044175,1.0,41.802285762712756,0.215,5.733598283693795,0.175,17.344085563110784,0.105
16.91216795983529,0.45,72.59217259341592,0.37,4.692740707802488,0.15,18.790804920383827,0.13
11.889483503055214,0.325,19.838267034150388,0.105,1.8713305898491084,0.075,13.217133461125565,0.085
38.90598883341419,1.0,55.626668062976506,0.285,4.712641021081535,0.15,51.840988389890725,0.315
39.262082041451265,1.0,112.50721475965773,0.57,1.996011417651144,0.075,76.67704065880092,0.44
39.44314079588615,1.0,47.77210422312661,0.245,9.797655483041218,0.325,44.33633516909671,0.31
38.68233611555713,1.0,110.08933980617954,0.56,10.395675478277994,0.35,30.500997986242606,0.185
39.709345101111985,1.0,32.831110676934294,0.175,16.401584722654796,0.55,19.37249458614748,0.115
39.37359414667475,1.0,70.34582397942762,0.36,27.700396015820807,0.95,32.900119961127295,0.185
38.97266887964405,1.0,90.17564275641107,0.46,29.756988587125445,1.0,39.02763761983048,0.25
39.21902553591927,1.0,48.75037938359243,0.25,18.444939067296797,0.575,98.85707478008162,0.615
39.26105259511086,1.0,111.5804453827785,0.565,14.793595770526789,0.5,8.055066389077329,0.05
39.21705152393849,1.0,108.48732114010444,0.555,1.95959719616304,0.075,33.82643240003709,0.205
38.861972657976835,1.0,78.98673210241218,0.405,3.0464515787153963,0.1,17.21883606857825,0.095
39.28614018940786,1.0,10.98498806363214,0.06,8.95785766179429,0.3,45.94495769954988,0.29
20.55566644035656,0.55,56.39536250747066,0.29,4.670061266461815,0.15,45.938101218326274,0.305
39.37405625101673,1.0,30.4948388905223,0.16,13.803673351556183,0.4,32.40140841937223,0.19
8.001528942021242,0.225,50.39106850274347,0.26,21.305171662417496,0.675,65.7247118518415,0.43
38.77115252199261,1.0,11.631744308581833,0.065,13.553899976863201,0.45,128.82418660314877,0.755
39.083304762249334,1.0,23.772159173841548,0.125,2.6922643822797063,0.1,119.33415449209629,0.74
38.88230385674289,1.0,9.660572452898348,0.055,2.533028845565264,0.1,24.50327041992509,0.165
39.2620395889254,1.0,73.20762464684432,0.375,25.304215578636285,0.825,15.485152592763415,0.095
37.7287436415834,1.0,90.86623398602427,0.46,1.7771550546826032,0.075,41.97782438221138,0.255
22.666307059804403,0.6,36.64839351434556,0.19,1.8685562523571728,0.075,24.953080181111247,0.15
39.57555342858675,1.0,168.95180097806275,0.855,7.2247504787469765,0.25,12.33881789681118,0.075
39.06060967892603,1.0,25.745043542931544,0.135,21.283660847475893,0.7,35.84027801037671,0.235
39.35094262250654,1.0,21.62964627007055,0.115,4.888760206606781,0.15,34.172200632393206,0.22
1.0404558620955886,0.05,109.6043059565562,0.56,7.600336759983095,0.225,40.08307668807654,0.245
39.08423772835759,1.0,199.25610183365646,1.0,29.922426535734946,1.0,13.692188223618396,0.085
17.23928918374544,0.475,25.772131700087215,0.135,3.8682019688709435,0.125,19.865368117452583,0.125
38.94848654260861,1.0,11.480003817415746,0.065,8.553553610000145,0.325,18.298434300928477,0.11
1.2463340301349508,0.05,47.23877544952308,0.245,2.0241118079127283,0.075,66.42760142711894,0.425
